	chem_id	external_id	relationship_type	priority	database
9	100000011	Wikipedia:Phenyl_acetate	external_id	4	WIKIPEDIA
10	100000011	CHEBI:8082	true_node	0	CHEBI
0	100000014	CHEBI:24594	alt_id	3	CHEBI
1	100000014	CHEBI:132966	is_a	7	CHEBI
2	100000014	CHEBI:18089	is_conjugate_base_of	11	CHEBI
3	100000014	CHEBI:77746	has_role	10	CHEBI
4	100000014	Beilstein:3610359	external_id	4	BEILSTEIN
5	100000014	Gmelin:329632	external_id	4	GMELIN
6	100000014	MetaCyc:CPD-425	external_id	4	METACYC
7	100000014	Reaxys:3610359	external_id	4	REAXYS
8	100000014	PubMed:22153801	external_id	4	PUBMED
9	100000014	CHEBI:606565	true_node	0	CHEBI
0	100000036	CHEBI:18568	alt_id	3	CHEBI
1	100000036	CHEBI:10888	alt_id	3	CHEBI
2	100000036	CHEBI:11049	alt_id	3	CHEBI
3	100000036	CHEBI:18755	alt_id	3	CHEBI
4	100000036	CHEBI:28654	is_a	7	CHEBI
5	100000036	CHEBI:15614	is_conjugate_base_of	11	CHEBI
6	100000036	CHEBI:75772	has_role	10	CHEBI
7	100000036	CHEBI:228255	is_enantiomer_of	6	CHEBI
8	100000036	CHEBI:31011	has_functional_parent	8	CHEBI
9	100000036	KEGG:C00671	external_id	4	KEGG
10	100000036	Beilstein:3904283	external_id	4	BEILSTEIN
11	100000036	CHEBI:35146	true_node	0	CHEBI
0	100000040	CHEBI:133775	is_a	7	CHEBI
1	100000040	CHEBI:17929	is_conjugate_acid_of	12	CHEBI
2	100000040	CHEBI:58326	true_node	0	CHEBI
0	100000041	CHEBI:4869	alt_id	3	CHEBI
1	100000041	CHEBI:42467	alt_id	3	CHEBI
2	100000041	CHEBI:23969	alt_id	3	CHEBI
3	100000041	CHEBI:36834	is_a	7	CHEBI
4	100000041	CHEBI:16799	is_a	7	CHEBI
5	100000041	CHEBI:35343	is_a	7	CHEBI
6	100000041	CHEBI:23966	has_parent_hydride	9	CHEBI
7	100000041	CHEBI:50114	has_role	10	CHEBI
8	100000041	CHEBI:77746	has_role	10	CHEBI
9	100000041	CHEBI:76967	has_role	10	CHEBI
10	100000041	CHEBI:75771	has_role	10	CHEBI
11	100000041	KEGG:C05141	external_id	4	KEGG
12	100000041	CAS:50-27-1	external_id	4	CAS
13	100000041	KEGG:D00185	external_id	4	KEGG
14	100000041	Beilstein:2508172	external_id	4	BEILSTEIN
15	100000041	PDBeChem:ESL	external_id	4	PDBECHEM
16	100000041	DrugBank:DB04573	external_id	4	DRUGBANK
17	100000041	LIPIDMAPS:LMST02010003	external_id	4	LIPIDMAPS
18	100000041	PubMed:9373313	external_id	4	PUBMED
19	100000041	Wikipedia:Estriol	external_id	4	WIKIPEDIA
20	100000041	Reaxys:2508172	external_id	4	REAXYS
21	100000041	MetaCyc:ESTRIOL	external_id	4	METACYC
22	100000041	HMDB:HMDB0000153	external_id	4	HMDB
23	100000041	PubMed:11133265	external_id	4	PUBMED
24	100000041	PubMed:23777262	external_id	4	PUBMED
25	100000041	LINCS:LSM-2368	external_id	4	LINCS
26	100000041	DrugCentral:3187	external_id	4	DRUGCENTRAL
27	100000041	VSDB:1907	external_id	4	VSDB
28	100000041	CHEBI:27974	true_node	0	CHEBI
0	100000043	CHEBI:15341	is_a	7	CHEBI
1	100000043	CHEBI:46195	has_functional_parent	8	CHEBI
2	100000043	CHEBI:28860	has_functional_parent	8	CHEBI
3	100000043	CHEBI:132962	is_conjugate_acid_of	12	CHEBI
4	100000043	CHEBI:49103	has_role	10	CHEBI
5	100000043	CAS:16110-10-4	external_id	4	CAS
6	100000043	PubMed:22770225	external_id	4	PUBMED
7	100000043	Reaxys:46644	external_id	4	REAXYS
8	100000043	HMDB:HMDB0010316	external_id	4	HMDB
9	100000043	CHEBI:32636	true_node	0	CHEBI
0	100000044	CHEBI:27369	is_a	7	CHEBI
1	100000044	CHEBI:18323	is_tautomer_of	5	CHEBI
2	100000044	CHEBI:75767	has_role	10	CHEBI
3	100000044	MetaCyc:CPD-401	external_id	4	METACYC
4	100000044	CHEBI:58445	true_node	0	CHEBI
0	100000054	CHEBI:339899	alt_id	3	CHEBI
1	100000054	CHEBI:86498	is_a	7	CHEBI
2	100000054	CHEBI:62979	is_conjugate_acid_of	12	CHEBI
3	100000054	CHEBI:133574	is_conjugate_base_of	11	CHEBI
4	100000054	MetaCyc:CPD-7689	external_id	4	METACYC
5	100000054	CHEBI:60175	true_node	0	CHEBI
0	100000093	CHEBI:58945	is_a	7	CHEBI
1	100000093	CHEBI:36059	is_a	7	CHEBI
2	100000093	CHEBI:17835	is_conjugate_base_of	11	CHEBI
3	100000093	CHEBI:77746	has_role	10	CHEBI
4	100000093	CHEBI:75772	has_role	10	CHEBI
5	100000093	MetaCyc:2-PG	external_id	4	METACYC
6	100000093	CHEBI:58289	true_node	0	CHEBI
0	100000118	CHEBI:4340	alt_id	3	CHEBI
1	100000118	CHEBI:23567	alt_id	3	CHEBI
2	100000118	CHEBI:14104	alt_id	3	CHEBI
3	100000118	CHEBI:14103	alt_id	3	CHEBI
4	100000118	CHEBI:37584	is_a	7	CHEBI
5	100000118	CHEBI:14105	is_conjugate_acid_of	12	CHEBI
6	100000118	CHEBI:77746	has_role	10	CHEBI
7	100000118	CHEBI:75772	has_role	10	CHEBI
8	100000118	CHEBI:76971	has_role	10	CHEBI
9	100000118	CHEBI:75771	has_role	10	CHEBI
10	100000118	KEGG:C00857	external_id	4	KEGG
11	100000118	DrugBank:DB04099	external_id	4	DRUGBANK
12	100000118	PDBeChem:NXX	external_id	4	PDBECHEM
13	100000118	CHEBI:18304	true_node	0	CHEBI
0	100000125	CHEBI:41417	alt_id	3	CHEBI
1	100000125	CHEBI:41430	alt_id	3	CHEBI
2	100000125	CHEBI:41806	alt_id	3	CHEBI
3	100000125	CHEBI:4407	alt_id	3	CHEBI
4	100000125	CHEBI:19240	alt_id	3	CHEBI
5	100000125	CHEBI:19255	is_a	7	CHEBI
6	100000125	CHEBI:16040	has_functional_parent	8	CHEBI
7	100000125	CHEBI:77746	has_role	10	CHEBI
8	100000125	CHEBI:75772	has_role	10	CHEBI
9	100000125	CHEBI:76971	has_role	10	CHEBI
10	100000125	CHEBI:75771	has_role	10	CHEBI
11	100000125	CAS:951-77-9	external_id	4	CAS
12	100000125	KEGG:C00881	external_id	4	KEGG
13	100000125	Beilstein:87567	external_id	4	BEILSTEIN
14	100000125	Gmelin:1321747	external_id	4	GMELIN
15	100000125	PDBeChem:DCZ	external_id	4	PDBECHEM
16	100000125	DrugBank:DB02594	external_id	4	DRUGBANK
17	100000125	Reaxys:87567	external_id	4	REAXYS
18	100000125	MetaCyc:DEOXYCYTIDINE	external_id	4	METACYC
19	100000125	Wikipedia:Deoxycytidine	external_id	4	WIKIPEDIA
20	100000125	HMDB:HMDB0000014	external_id	4	HMDB
21	100000125	PubMed:15778433	external_id	4	PUBMED
22	100000125	CHEBI:15698	true_node	0	CHEBI
0	100000135	CHEBI:23629	alt_id	3	CHEBI
1	100000135	CHEBI:4413	alt_id	3	CHEBI
2	100000135	CHEBI:19248	alt_id	3	CHEBI
3	100000135	CHEBI:39841	alt_id	3	CHEBI
4	100000135	CHEBI:43293	alt_id	3	CHEBI
5	100000135	CHEBI:43436	alt_id	3	CHEBI
6	100000135	CHEBI:142361	is_a	7	CHEBI
7	100000135	CHEBI:19254	is_a	7	CHEBI
8	100000135	CHEBI:17596	has_functional_parent	8	CHEBI
9	100000135	CHEBI:75772	has_role	10	CHEBI
10	100000135	CHEBI:77746	has_role	10	CHEBI
11	100000135	CHEBI:76924	has_role	10	CHEBI
12	100000135	CHEBI:76971	has_role	10	CHEBI
13	100000135	CHEBI:75771	has_role	10	CHEBI
14	100000135	KEGG:C05512	external_id	4	KEGG
15	100000135	CAS:890-38-0	external_id	4	CAS
16	100000135	DrugBank:DB02380	external_id	4	DRUGBANK
17	100000135	PubMed:23408659	external_id	4	PUBMED
18	100000135	HMDB:HMDB0000071	external_id	4	HMDB
19	100000135	MetaCyc:DEOXYINOSINE	external_id	4	METACYC
20	100000135	Reaxys:1011821	external_id	4	REAXYS
21	100000135	PubMed:24292023	external_id	4	PUBMED
22	100000135	YMDB:YMDB00659	external_id	4	YMDB
23	100000135	CHEBI:28997	true_node	0	CHEBI
0	100000138	CHEBI:58945	is_a	7	CHEBI
1	100000138	CHEBI:15468	is_conjugate_base_of	11	CHEBI
2	100000138	CHEBI:77746	has_role	10	CHEBI
3	100000138	CHEBI:75772	has_role	10	CHEBI
4	100000138	MetaCyc:DEPHOSPHO-COA	external_id	4	METACYC
5	100000138	CHEBI:57328	true_node	0	CHEBI
0	100000141	CHEBI:146958	alt_id	3	CHEBI
1	100000141	CHEBI:25058	alt_id	3	CHEBI
2	100000141	CHEBI:6492	alt_id	3	CHEBI
3	100000141	CHEBI:39192	is_a	7	CHEBI
4	100000141	CHEBI:48847	is_a	7	CHEBI
5	100000141	CHEBI:59643	is_a	7	CHEBI
6	100000141	CHEBI:30313	is_conjugate_acid_of	12	CHEBI
7	100000141	CHEBI:28837	has_functional_parent	8	CHEBI
8	100000141	CHEBI:78675	has_role	10	CHEBI
9	100000141	CHEBI:176497	has_role	10	CHEBI
10	100000141	CAS:62-46-4	external_id	4	CAS
11	100000141	Gmelin:720915	external_id	4	GMELIN
12	100000141	Beilstein:122410	external_id	4	BEILSTEIN
13	100000141	Beilstein:81853	external_id	4	BEILSTEIN
14	100000141	PubMed:7548757	external_id	4	PUBMED
15	100000141	PubMed:7519986	external_id	4	PUBMED
16	100000141	Reaxys:81853	external_id	4	REAXYS
17	100000141	DrugBank:DB00166	external_id	4	DRUGBANK
18	100000141	KEGG:D00086	external_id	4	KEGG
19	100000141	KEGG:C00725	external_id	4	KEGG
20	100000141	Wikipedia:Lipoic_acid	external_id	4	WIKIPEDIA
21	100000141	ECMDB:ECMDB01451	external_id	4	ECMDB
22	100000141	YMDB:YMDB00334	external_id	4	YMDB
23	100000141	DrugCentral:4732	external_id	4	DRUGCENTRAL
24	100000141	PubMed:15328413	external_id	4	PUBMED
25	100000141	CHEBI:16494	true_node	0	CHEBI
0	100000249	CHEBI:45426	alt_id	3	CHEBI
1	100000249	CHEBI:4247	alt_id	3	CHEBI
2	100000249	CHEBI:9202	alt_id	3	CHEBI
3	100000249	CHEBI:13021	alt_id	3	CHEBI
4	100000249	CHEBI:15094	alt_id	3	CHEBI
5	100000249	CHEBI:21093	alt_id	3	CHEBI
6	100000249	CHEBI:35375	is_a	7	CHEBI
7	100000249	CHEBI:26725	is_a	7	CHEBI
8	100000249	CHEBI:17924	has_functional_parent	8	CHEBI
9	100000249	CHEBI:60084	is_conjugate_acid_of	12	CHEBI
10	100000249	CHEBI:76971	has_role	10	CHEBI
11	100000249	CHEBI:75771	has_role	10	CHEBI
12	100000249	KEGG:C01096	external_id	4	KEGG
13	100000249	CAS:20479-58-7	external_id	4	CAS
14	100000249	Beilstein:1728363	external_id	4	BEILSTEIN
15	100000249	DrugBank:DB02548	external_id	4	DRUGBANK
16	100000249	CHEBI:17044	true_node	0	CHEBI
0	100000250	CHEBI:20927	alt_id	3	CHEBI
1	100000250	CHEBI:23956	is_a	7	CHEBI
2	100000250	CHEBI:27904	has_functional_parent	8	CHEBI
3	100000250	CHEBI:48153	is_conjugate_base_of	11	CHEBI
4	100000250	CHEBI:77746	has_role	10	CHEBI
5	100000250	CHEBI:75772	has_role	10	CHEBI
6	100000250	Beilstein:9129751	external_id	4	BEILSTEIN
7	100000250	CHEBI:16897	true_node	0	CHEBI
0	100000251	CHEBI:58945	is_a	7	CHEBI
1	100000251	CHEBI:176838	is_a	7	CHEBI
2	100000251	CHEBI:17621	is_conjugate_base_of	11	CHEBI
3	100000251	CHEBI:23354	has_role	10	CHEBI
4	100000251	CHEBI:77746	has_role	10	CHEBI
5	100000251	CHEBI:75772	has_role	10	CHEBI
6	100000251	CHEBI:23357	has_role	10	CHEBI
7	100000251	CHEBI:58210	true_node	0	CHEBI
0	100000253	CHEBI:12925	alt_id	3	CHEBI
1	100000253	CHEBI:5173	alt_id	3	CHEBI
2	100000253	CHEBI:4121	alt_id	3	CHEBI
3	100000253	CHEBI:20932	alt_id	3	CHEBI
4	100000253	CHEBI:78736	is_a	7	CHEBI
5	100000253	KEGG:C01094	external_id	4	KEGG
6	100000253	CAS:15978-08-2	external_id	4	CAS
7	100000253	Reaxys:1728987	external_id	4	REAXYS
8	100000253	HMDB:HMDB0060467	external_id	4	HMDB
9	100000253	PubMed:2197090	external_id	4	PUBMED
10	100000253	PubMed:2996495	external_id	4	PUBMED
11	100000253	PubMed:2078589	external_id	4	PUBMED
12	100000253	PubMed:5246925	external_id	4	PUBMED
13	100000253	CHEBI:18105	true_node	0	CHEBI
0	100000254	CHEBI:59737	is_a	7	CHEBI
1	100000254	CHEBI:15820	is_conjugate_base_of	11	CHEBI
2	100000254	CHEBI:77746	has_role	10	CHEBI
3	100000254	CHEBI:75772	has_role	10	CHEBI
4	100000254	Beilstein:6630718	external_id	4	BEILSTEIN
5	100000254	CHEBI:57527	true_node	0	CHEBI
0	100000257	CHEBI:21013	alt_id	3	CHEBI
1	100000257	CHEBI:12975	alt_id	3	CHEBI
2	100000257	CHEBI:24297	is_a	7	CHEBI
3	100000257	CHEBI:4178	is_conjugate_base_of	11	CHEBI
4	100000257	CHEBI:77746	has_role	10	CHEBI
5	100000257	KEGG:C00191	external_id	4	KEGG
6	100000257	CHEBI:15748	true_node	0	CHEBI
0	100000258	CHEBI:58945	is_a	7	CHEBI
1	100000258	CHEBI:15978	is_conjugate_base_of	11	CHEBI
2	100000258	CHEBI:77746	has_role	10	CHEBI
3	100000258	CHEBI:75772	has_role	10	CHEBI
4	100000258	Beilstein:6115564	external_id	4	BEILSTEIN
5	100000258	CHEBI:57597	true_node	0	CHEBI
0	100000264	CHEBI:5900	alt_id	3	CHEBI
1	100000264	CHEBI:43537	alt_id	3	CHEBI
2	100000264	CHEBI:24794	alt_id	3	CHEBI
3	100000264	CHEBI:14444	alt_id	3	CHEBI
4	100000264	CHEBI:35581	is_a	7	CHEBI
5	100000264	CHEBI:38180	is_a	7	CHEBI
6	100000264	CHEBI:35579	is_tautomer_of	5	CHEBI
7	100000264	CHEBI:76971	has_role	10	CHEBI
8	100000264	KEGG:C00463	external_id	4	KEGG
9	100000264	CAS:120-72-9	external_id	4	CAS
10	100000264	Beilstein:107693	external_id	4	BEILSTEIN
11	100000264	Gmelin:3477	external_id	4	GMELIN
12	100000264	PDBeChem:IND	external_id	4	PDBECHEM
13	100000264	DrugBank:DB04532	external_id	4	DRUGBANK
14	100000264	KNApSAcK:C00001418	external_id	4	KNAPSACK
15	100000264	CHEBI:16881	true_node	0	CHEBI
0	100000265	CHEBI:6258	alt_id	3	CHEBI
1	100000265	CHEBI:13129	alt_id	3	CHEBI
2	100000265	CHEBI:21346	alt_id	3	CHEBI
3	100000265	CHEBI:43628	alt_id	3	CHEBI
4	100000265	CHEBI:83822	is_a	7	CHEBI
5	100000265	CHEBI:28683	is_a	7	CHEBI
6	100000265	CHEBI:57959	is_tautomer_of	5	CHEBI
7	100000265	CHEBI:67010	is_conjugate_acid_of	12	CHEBI
8	100000265	CHEBI:77746	has_role	10	CHEBI
9	100000265	CHEBI:86262	is_enantiomer_of	6	CHEBI
10	100000265	CHEBI:75772	has_role	10	CHEBI
11	100000265	CHEBI:75771	has_role	10	CHEBI
12	100000265	KEGG:C00328	external_id	4	KEGG
13	100000265	PDBeChem:KYN	external_id	4	PDBECHEM
14	100000265	DrugBank:DB02070	external_id	4	DRUGBANK
15	100000265	PubMed:22770225	external_id	4	PUBMED
16	100000265	CAS:2922-83-0	external_id	4	CAS
17	100000265	Reaxys:2942333	external_id	4	REAXYS
18	100000265	HMDB:HMDB0000684	external_id	4	HMDB
19	100000265	Wikipedia:Kynurenine	external_id	4	WIKIPEDIA
20	100000265	MetaCyc:CPD-14736	external_id	4	METACYC
21	100000265	KNApSAcK:C00007604	external_id	4	KNAPSACK
22	100000265	CHEBI:16946	true_node	0	CHEBI
0	100000269	CHEBI:35763	alt_id	3	CHEBI
1	100000269	CHEBI:26698	alt_id	3	CHEBI
2	100000269	CHEBI:36700	is_a	7	CHEBI
3	100000269	CHEBI:37739	is_a	7	CHEBI
4	100000269	PubMed:8467564	external_id	4	PUBMED
5	100000269	CHEBI:36313	true_node	0	CHEBI
0	100000274	CHEBI:4186	alt_id	3	CHEBI
1	100000274	CHEBI:12982	alt_id	3	CHEBI
2	100000274	CHEBI:39973	alt_id	3	CHEBI
3	100000274	CHEBI:21025	alt_id	3	CHEBI
4	100000274	CHEBI:5445	is_a	7	CHEBI
5	100000274	CHEBI:27975	is_enantiomer_of	6	CHEBI
6	100000274	CHEBI:77746	has_role	10	CHEBI
7	100000274	CHEBI:75772	has_role	10	CHEBI
8	100000274	CHEBI:76971	has_role	10	CHEBI
9	100000274	CHEBI:75771	has_role	10	CHEBI
10	100000274	KEGG:C00577	external_id	4	KEGG
11	100000274	CAS:453-17-8	external_id	4	CAS
12	100000274	CAS:367-47-5	external_id	4	CAS
13	100000274	PDBeChem:3GR	external_id	4	PDBECHEM
14	100000274	Beilstein:1720474	external_id	4	BEILSTEIN
15	100000274	Beilstein:5726453	external_id	4	BEILSTEIN
16	100000274	YMDB:YMDB00575	external_id	4	YMDB
17	100000274	ECMDB:ECMDB01051	external_id	4	ECMDB
18	100000274	Reaxys:1720474	external_id	4	REAXYS
19	100000274	CHEBI:17378	true_node	0	CHEBI
0	100000276	CHEBI:43937	alt_id	3	CHEBI
1	100000276	CHEBI:25146	alt_id	3	CHEBI
2	100000276	CHEBI:6672	alt_id	3	CHEBI
3	100000276	CHEBI:61991	is_a	7	CHEBI
4	100000276	CHEBI:77746	has_role	10	CHEBI
5	100000276	KEGG:C01835	external_id	4	KEGG
6	100000276	Beilstein:1275025	external_id	4	BEILSTEIN
7	100000276	PDBeChem:MLR	external_id	4	PDBECHEM
8	100000276	DrugBank:DB03277	external_id	4	DRUGBANK
9	100000276	GlyTouCan:G96370VA	external_id	4	GLYTOUCAN
10	100000276	GlyGen:G96370VA	external_id	4	GLYGEN
11	100000276	CHEBI:27931	true_node	0	CHEBI
0	100000280	CHEBI:6747	alt_id	3	CHEBI
1	100000280	CHEBI:27304	alt_id	3	CHEBI
2	100000280	CHEBI:46306	alt_id	3	CHEBI
3	100000280	CHEBI:132142	is_a	7	CHEBI
4	100000280	CHEBI:28384	is_a	7	CHEBI
5	100000280	CHEBI:50733	has_role	10	CHEBI
6	100000280	CHEBI:84087	has_role	10	CHEBI
7	100000280	CHEBI:48422	has_role	10	CHEBI
8	100000280	CHEBI:147285	has_role	10	CHEBI
9	100000280	CHEBI:35610	has_role	10	CHEBI
10	100000280	CAS:58-27-5	external_id	4	CAS
11	100000280	KEGG:C05377	external_id	4	KEGG
12	100000280	PDBeChem:VK3	external_id	4	PDBECHEM
13	100000280	PubMed:1650428	external_id	4	PUBMED
14	100000280	Wikipedia:Menadione	external_id	4	WIKIPEDIA
15	100000280	DrugBank:DB00170	external_id	4	DRUGBANK
16	100000280	Reaxys:1908453	external_id	4	REAXYS
17	100000280	HMDB:HMDB0001892	external_id	4	HMDB
18	100000280	PubMed:15052609	external_id	4	PUBMED
19	100000280	PubMed:16469140	external_id	4	PUBMED
20	100000280	KEGG:D02335	external_id	4	KEGG
21	100000280	PubMed:11372776	external_id	4	PUBMED
22	100000280	PubMed:2064595	external_id	4	PUBMED
23	100000280	PubMed:16109308	external_id	4	PUBMED
24	100000280	MetaCyc:CPD-3766	external_id	4	METACYC
25	100000280	PubMed:15722567	external_id	4	PUBMED
26	100000280	PubMed:3083821	external_id	4	PUBMED
27	100000280	PubMed:1697141	external_id	4	PUBMED
28	100000280	PubMed:16140270	external_id	4	PUBMED
29	100000280	PubMed:1857739	external_id	4	PUBMED
30	100000280	PubMed:9010592	external_id	4	PUBMED
31	100000280	PubMed:12665684	external_id	4	PUBMED
32	100000280	PubMed:12895502	external_id	4	PUBMED
33	100000280	PubMed:8785182	external_id	4	PUBMED
34	100000280	PubMed:15265851	external_id	4	PUBMED
35	100000280	PubMed:2333843	external_id	4	PUBMED
36	100000280	LINCS:LSM-3755	external_id	4	LINCS
37	100000280	PubMed:9380028	external_id	4	PUBMED
38	100000280	PubMed:13779073	external_id	4	PUBMED
39	100000280	DrugCentral:1683	external_id	4	DRUGCENTRAL
40	100000280	PubMed:28166217	external_id	4	PUBMED
41	100000280	FooDB:FDB000953	external_id	4	FOODB
42	100000280	Chemspider:3915	external_id	4	CHEMSPIDER
43	100000280	PubMed:10433694	external_id	4	PUBMED
44	100000280	PubMed:15613473	external_id	4	PUBMED
45	100000280	PubMed:31520616	external_id	4	PUBMED
46	100000280	PubMed:33800926	external_id	4	PUBMED
47	100000280	PubMed:19766112	external_id	4	PUBMED
48	100000280	PubMed:18698499	external_id	4	PUBMED
49	100000280	PubMed:19593550	external_id	4	PUBMED
50	100000280	PubMed:32630491	external_id	4	PUBMED
51	100000280	PubMed:33227312	external_id	4	PUBMED
52	100000280	PubMed:34040527	external_id	4	PUBMED
53	100000280	PubMed:30119016	external_id	4	PUBMED
54	100000280	PubMed:33945810	external_id	4	PUBMED
55	100000280	PubMed:30609653	external_id	4	PUBMED
56	100000280	PubMed:33901557	external_id	4	PUBMED
57	100000280	PubMed:31701430	external_id	4	PUBMED
58	100000280	PubMed:31238027	external_id	4	PUBMED
59	100000280	PubMed:32798378	external_id	4	PUBMED
60	100000280	CHEBI:28869	true_node	0	CHEBI
0	100000281	CHEBI:7140	alt_id	3	CHEBI
1	100000281	CHEBI:7169	alt_id	3	CHEBI
2	100000281	CHEBI:44166	alt_id	3	CHEBI
3	100000281	CHEBI:21579	alt_id	3	CHEBI
4	100000281	CHEBI:506227	is_a	7	CHEBI
5	100000281	CHEBI:53000	has_role	10	CHEBI
6	100000281	KEGG:C03878	external_id	4	KEGG
7	100000281	Beilstein:1247660	external_id	4	BEILSTEIN
8	100000281	PDBeChem:NAG	external_id	4	PDBECHEM
9	100000281	PDB:2Q86	external_id	4	PDB
10	100000281	PubMed:18295796	external_id	4	PUBMED
11	100000281	CAS:7512-17-6	external_id	4	CAS
12	100000281	Gmelin:721281	external_id	4	GMELIN
13	100000281	PDB:2FIK	external_id	4	PDB
14	100000281	PubMed:16537470	external_id	4	PUBMED
15	100000281	PubMed:17991151	external_id	4	PUBMED
16	100000281	Reaxys:1247660	external_id	4	REAXYS
17	100000281	PubMed:7521740	external_id	4	PUBMED
18	100000281	PubMed:15692805	external_id	4	PUBMED
19	100000281	PubMed:19443021	external_id	4	PUBMED
20	100000281	PubMed:25568069	external_id	4	PUBMED
21	100000281	HMDB:HMDB0000803	external_id	4	HMDB
22	100000281	DrugCentral:4615	external_id	4	DRUGCENTRAL
23	100000281	PubMed:31537530	external_id	4	PUBMED
24	100000281	GlyTouCan:G49108TO	external_id	4	GLYTOUCAN
25	100000281	GlyGen:G49108TO	external_id	4	GLYGEN
26	100000281	PubMed:32568414	external_id	4	PUBMED
27	100000281	CHEBI:28009	true_node	0	CHEBI
0	100000282	CHEBI:7150	alt_id	3	CHEBI
1	100000282	CHEBI:21552	alt_id	3	CHEBI
2	100000282	CHEBI:44335	alt_id	3	CHEBI
3	100000282	CHEBI:21545	is_a	7	CHEBI
4	100000282	CHEBI:21650	is_a	7	CHEBI
5	100000282	CHEBI:16015	has_functional_parent	8	CHEBI
6	100000282	CHEBI:75772	has_role	10	CHEBI
7	100000282	CHEBI:77746	has_role	10	CHEBI
8	100000282	CHEBI:21549	is_conjugate_acid_of	12	CHEBI
9	100000282	CAS:1188-37-0	external_id	4	CAS
10	100000282	KEGG:C00624	external_id	4	KEGG
11	100000282	PDBeChem:NLG	external_id	4	PDBECHEM
12	100000282	PubMed:17190852	external_id	4	PUBMED
13	100000282	Reaxys:1727473	external_id	4	REAXYS
14	100000282	HMDB:HMDB0001138	external_id	4	HMDB
15	100000282	Wikipedia:N-Acetylglutamic_acid	external_id	4	WIKIPEDIA
16	100000282	PubMed:9037750	external_id	4	PUBMED
17	100000282	PubMed:115331	external_id	4	PUBMED
18	100000282	PubMed:6035272	external_id	4	PUBMED
19	100000282	PubMed:5924663	external_id	4	PUBMED
20	100000282	DrugBank:DB04075	external_id	4	DRUGBANK
21	100000282	PubMed:17439666	external_id	4	PUBMED
22	100000282	CHEBI:17533	true_node	0	CHEBI
0	100000283	KEGG:C02713	external_id	4	KEGG
1	100000283	CHEBI:28881	true_node	0	CHEBI
0	100000290	CHEBI:58945	is_a	7	CHEBI
1	100000290	CHEBI:58958	is_a	7	CHEBI
